V0	Vf	V_sent	D	dt	triple_id	sample_id
4.000000	3.040000	3.000000	3548.620000	0.005006	319.000000	0.000000
0.000000	3.160000	3.200000	4964.360000	0.015016	320.000000	0.000000
0.160000	3.160000	3.200000	4949.780000	0.014000	321.000000	0.000000
0.420000	3.160000	3.200000	4903.560000	0.013000	322.000000	0.000000
0.600000	3.160000	3.200000	4790.140000	0.012001	323.000000	0.000000
0.800000	3.160000	3.200000	4651.940000	0.011000	324.000000	0.000000
1.000000	3.160000	3.200000	4473.740000	0.010003	325.000000	0.000000
1.140000	3.160000	3.200000	4302.000000	0.010001	326.000000	0.000000
1.400000	3.160000	3.200000	3997.340000	0.008975	327.000000	0.000000
1.600000	3.160000	3.200000	3699.140000	0.007039	328.000000	0.000000
1.800000	3.160000	3.200000	3360.940000	0.005970	329.000000	0.000000
1.900000	3.160000	3.200000	3138.440000	0.005998	330.000000	0.000000
2.200000	3.160000	3.200000	2564.540000	0.004980	331.000000	0.000000
2.400000	3.160000	3.200000	2106.340000	0.003967	332.000000	0.000000
2.600000	3.160000	3.200000	1608.140000	0.002999	333.000000	0.000000
2.780000	3.160000	3.200000	1069.560000	0.002007	334.000000	0.000000
3.000000	3.160000	3.200000	491.740000	0.001000	335.000000	0.000000
3.400000	3.240000	3.200000	669.420000	0.001000	336.000000	0.000000
3.600000	3.240000	3.200000	1379.220000	0.002000	337.000000	0.000000
3.780000	3.240000	3.200000	2128.640000	0.002999	338.000000	0.000000
4.000000	3.240000	3.200000	2918.820000	0.003966	339.000000	0.000000
0.000000	3.360000	3.400000	5614.560000	0.017000	340.000000	0.000000
0.160000	3.360000	3.400000	5599.980000	0.015996	341.000000	0.000000
0.420000	3.360000	3.400000	5553.760000	0.014999	342.000000	0.000000
0.600000	3.360000	3.400000	5440.340000	0.013999	343.000000	0.000000
0.800000	3.360000	3.400000	5302.140000	0.012999	344.000000	0.000000
1.000000	3.360000	3.400000	5123.940000	0.012000	345.000000	0.000000
1.140000	3.360000	3.400000	4952.200000	0.011000	346.000000	0.000000
1.400000	3.360000	3.400000	4647.540000	0.009959	347.000000	0.000000
1.600000	3.360000	3.400000	4349.340000	0.009000	348.000000	0.000000
1.800000	3.360000	3.400000	4011.140000	0.008000	349.000000	0.000000
1.900000	3.360000	3.400000	3788.640000	0.008028	350.000000	0.000000
2.200000	3.360000	3.400000	3214.740000	0.006000	351.000000	0.000000
2.400000	3.360000	3.400000	2756.540000	0.005001	352.000000	0.000000
2.600000	3.360000	3.400000	2258.340000	0.004001	353.000000	0.000000
2.780000	3.360000	3.400000	1719.760000	0.003000	354.000000	0.000000
3.000000	3.360000	3.400000	1141.940000	0.001981	355.000000	0.000000
3.200000	3.360000	3.400000	523.740000	0.001000	356.000000	0.000000
3.600000	3.440000	3.400000	709.420000	0.000998	357.000000	0.000000
3.780000	3.440000	3.400000	1458.840000	0.001998	358.000000	0.000000
4.000000	3.440000	3.400000	2249.020000	0.003001	359.000000	0.000000
0.000000	3.560000	3.600000	6304.760000	0.019001	360.000000	0.000000
0.160000	3.560000	3.600000	6290.180000	0.018000	361.000000	0.000000
0.420000	3.560000	3.600000	6243.960000	0.016000	362.000000	0.000000
0.600000	3.560000	3.600000	6130.540000	0.015000	363.000000	0.000000
0.800000	3.560000	3.600000	5992.340000	0.014026	364.000000	0.000000
1.000000	3.560000	3.600000	5814.140000	0.013999	365.000000	0.000000
1.140000	3.560000	3.600000	5642.400000	0.012000	366.000000	0.000000
1.400000	3.560000	3.600000	5337.740000	0.010000	367.000000	0.000000
1.600000	3.560000	3.600000	5039.540000	0.010000	368.000000	0.000000
1.800000	3.560000	3.600000	4701.340000	0.009000	369.000000	0.000000
1.900000	3.560000	3.600000	4478.840000	0.009000	370.000000	0.000000
2.200000	3.560000	3.600000	3904.940000	0.007000	371.000000	0.000000
2.400000	3.560000	3.600000	3446.740000	0.006000	372.000000	0.000000
2.600000	3.560000	3.600000	2948.540000	0.005000	373.000000	0.000000
2.780000	3.560000	3.600000	2409.960000	0.004000	374.000000	0.000000
3.000000	3.560000	3.600000	1832.140000	0.003000	375.000000	0.000000
3.200000	3.560000	3.600000	1213.940000	0.002000	376.000000	0.000000
3.400000	3.560000	3.600000	555.740000	0.001000	377.000000	0.000000
3.780000	3.640000	3.600000	749.040000	0.001000	378.000000	0.000000
4.000000	3.640000	3.600000	1539.220000	0.002000	379.000000	0.000000
0.000000	3.760000	3.800000	7034.960000	0.019000	380.000000	0.000000
0.160000	3.760000	3.800000	7020.380000	0.017999	381.000000	0.000000
0.420000	3.760000	3.800000	6974.160000	0.018000	382.000000	0.000000
0.600000	3.760000	3.800000	6860.740000	0.017000	383.000000	0.000000
0.800000	3.760000	3.800000	6722.540000	0.016000	384.000000	0.000000
1.000000	3.760000	3.800000	6544.340000	0.015000	385.000000	0.000000
