V0	Vf	V_sent	D	dt	triple_id
6.974762	2.007644	2.000000	1750.233074	0.356668	279.000000
-0.000850	2.472648	2.500000	366.638209	0.338334	280.000000
0.479988	2.470935	2.500000	407.741054	0.299000	281.000000
0.985526	2.472257	2.500000	408.822050	0.253666	282.000000
1.492334	2.481003	2.500000	416.414001	0.214328	283.000000
1.965261	2.474411	2.500000	366.811264	0.161243	284.000000
2.991806	2.502529	2.500000	422.163045	0.147998	285.000000
3.477894	2.509419	2.500000	521.172119	0.157336	286.000000
3.992468	2.530813	2.500000	646.757365	0.182004	287.000000
4.492262	2.503494	2.500000	799.017822	0.217998	288.000000
4.986656	2.506945	2.500000	1004.115967	0.245365	289.000000
5.441333	2.517388	2.500000	1116.057373	0.252666	290.000000
5.984814	2.509392	2.500000	1870.027181	0.285336	291.000000
6.456105	2.513964	2.500000	1454.694499	0.296329	292.000000
6.950071	2.508239	2.500000	1635.705404	0.322999	293.000000
-0.004403	2.973395	3.000000	547.248343	0.398998	294.000000
0.480716	2.984073	3.000000	590.969204	0.363682	295.000000
0.985032	2.976048	3.000000	586.470367	0.310656	296.000000
1.492172	2.983972	3.000000	593.712601	0.265319	297.000000
1.983390	2.970978	3.000000	530.339997	0.218327	298.000000
2.492293	2.978727	3.000000	428.450958	0.171005	299.000000
3.447828	3.007540	3.000000	468.776876	0.134854	300.000000
3.978521	3.008581	3.000000	581.828736	0.155999	301.000000
4.481996	3.017543	3.000000	724.335083	0.175919	302.000000
4.955288	3.022225	3.000000	873.634237	0.197670	303.000000
5.485046	3.011378	3.000000	1068.220703	0.237333	304.000000
5.987871	3.008054	3.000000	1216.640381	0.257999	305.000000
6.468814	3.011179	3.000000	1436.244142	0.279333	306.000000
6.990818	3.011814	3.000000	1597.315756	0.306999	307.000000
-0.002932	3.484817	3.500000	766.891675	0.458663	308.000000
0.466078	3.484780	3.500000	799.389636	0.414663	309.000000
0.988479	3.472648	3.500000	782.157244	0.371005	310.000000
1.481286	3.469570	3.500000	774.994426	0.330999	311.000000
1.992528	3.481350	3.500000	741.601624	0.273333	312.000000
2.492582	3.462057	3.500000	612.970256	0.213662	313.000000
2.992227	3.475346	3.500000	508.971558	0.162667	314.000000
3.976452	3.517644	3.500000	539.091187	0.134003	315.000000
4.476163	3.509736	3.500000	656.529216	0.171000	316.000000
4.991352	3.516635	3.500000	826.232585	0.191654	317.000000
5.489394	3.499944	3.500000	1012.668864	0.222329	318.000000
5.962540	3.530868	3.500000	1191.053062	0.219325	319.000000
6.488623	3.513000	3.500000	1285.018274	0.248336	320.000000
6.993429	3.506224	3.500000	1485.362469	0.268328	321.000000
-0.001576	3.986189	4.000000	1035.786223	0.541336	322.000000
0.467966	3.961330	4.000000	1022.958348	0.483332	323.000000
0.989182	3.974098	4.000000	1062.818426	0.445374	324.000000
1.492523	3.984583	4.000000	1064.610189	0.392332	325.000000
1.975308	3.975789	4.000000	979.932622	0.343671	326.000000
2.471878	3.985446	4.000000	925.173218	0.285000	327.000000
2.957468	3.969105	4.000000	777.705485	0.229998	328.000000
3.462305	3.979168	4.000000	658.953898	0.176680	329.000000
4.493047	4.014499	4.000000	563.965739	0.131003	330.000000
4.969753	4.025690	4.000000	745.173055	0.147333	331.000000
5.474478	4.003211	4.000000	914.794516	0.181286	332.000000
5.993033	4.007718	4.000000	1125.529053	0.204331	333.000000
6.490351	4.014581	4.000000	1245.706543	0.224334	334.000000
6.964463	4.026995	4.000000	1480.212728	0.246999	335.000000
0.002959	4.481418	4.500000	1345.022641	0.606336	336.000000
0.492440	4.484184	4.500000	1423.924643	0.666344	337.000000
0.988688	4.475502	4.500000	1365.466306	0.518965	338.000000
1.464876	4.485968	4.500000	1407.812256	0.472995	339.000000
1.991569	4.476702	4.500000	1290.016785	0.414335	340.000000
2.467678	4.486120	4.500000	1386.379295	0.360000	341.000000
2.959453	4.474072	4.500000	1113.230774	0.302328	342.000000
3.448330	4.484097	4.500000	1068.833842	0.401494	343.000000
3.961961	4.479167	4.500000	730.026571	0.181668	344.000000
4.986988	4.522156	4.500000	605.455567	0.128999	345.000000
5.488338	4.500706	4.500000	848.201498	0.161003	346.000000
5.972940	4.523155	4.500000	1014.548503	0.176996	347.000000
6.459728	4.516096	4.500000	1214.288819	0.195663	348.000000
6.967688	4.510277	4.500000	1326.287598	0.221667	349.000000
-0.000105	4.969933	5.000000	1698.194852	0.672325	350.000000
0.464944	4.983524	5.000000	1786.511869	0.647322	351.000000
0.991894	4.960746	5.000000	1745.982216	0.588333	352.000000
1.479539	4.979155	5.000000	1759.039403	0.546664	353.000000
1.956968	4.987123	5.000000	1750.484253	0.501166	354.000000
2.476369	4.972147	5.000000	1605.626699	0.434893	355.000000
2.964545	4.985136	5.000000	1606.719178	0.391927	356.000000
3.468186	4.976480	5.000000	1371.907145	0.335998	357.000000
3.955453	4.971847	5.000000	1159.673075	0.248327	358.000000
4.475931	4.980875	5.000000	886.763835	0.191667	359.000000
5.468881	5.016394	5.000000	722.210856	0.131002	360.000000
5.972474	5.012397	5.000000	934.961507	0.152660	361.000000
6.480110	5.012414	5.000000	1066.776856	0.172672	362.000000
6.979064	5.008173	5.000000	1245.815106	0.192331	363.000000
0.003893	5.466377	5.500000	3276.429863	1.280384	364.000000
0.487477	5.476422	5.500000	2209.021791	0.721334	365.000000
0.979126	5.479200	5.500000	2226.504032	0.679003	366.000000
1.482568	5.472858	5.500000	2341.977122	0.676079	367.000000
1.990090	5.476770	5.500000	2138.143189	0.573462	368.000000
2.492517	5.486679	5.500000	2106.092906	0.523664	369.000000
2.981384	5.469351	5.500000	1925.111084	0.462850	370.000000
3.491684	5.485365	5.500000	1805.986511	0.402321	371.000000
3.970555	5.488828	5.500000	1649.001526	0.337197	372.000000
4.492794	5.477879	5.500000	1295.817017	0.257003	373.000000
4.970814	5.473687	5.500000	929.505778	0.180003	374.000000
5.969302	5.522067	5.500000	791.651530	0.122329	375.000000
